ID,Pred
2014_1110_1400,0.26445793176002463
2014_1110_1409,0.3921265028049366
2014_1110_1411,0.6139850011498389
2014_1110_1417,0.12406166956187362
2014_1110_1418,0.4798463845278175
2014_1110_1433,0.13700766064041814
2014_1110_1437,0.1009564841596791
2014_1110_1438,0.09800218742352239
2014_1110_1444,0.48933720156244537
2014_1110_1451,0.5912226164088114
2014_1110_1454,0.6080105778644624
2014_1110_1455,0.07480510739137432
2014_1110_1458,0.13247428862030095
2014_1110_1459,0.5253657948158541
2014_1110_1462,0.40309676812440637
2014_1112_1113,0.8610991577856941
2014_1112_1124,0.7976073615447312
2014_1112_1140,0.8506674152303286
2014_1112_1142,0.9559899874724413
2014_1112_1153,0.683819806542285
2014_1112_1157,0.9435329384330305
2014_1112_1160,0.8631209075974683
2014_1112_1163,0.7695797580888158
2014_1112_1166,0.628264948206756
2014_1112_1173,0.8685003722846186
2014_1112_1174,0.902826332416539
2014_1112_1181,0.6179537101847865
2014_1112_1184,0.9078962615200707
2014_1112_1196,0.5352091581501306
2014_1112_1203,0.8418092048355523
2014_1112_1211,0.7595369425739024
2014_1112_1217,0.8320436226632539
2014_1112_1234,0.8220210933595375
2014_1112_1235,0.6703387853820942
2014_1112_1242,0.6418507226964768
2014_1112_1243,0.8565277630503269
2014_1112_1246,0.8023039559006897
2014_1112_1257,0.4398203908063327
2014_1112_1264,0.8820635790535157
2014_1112_1269,0.7921469610645075
2014_1112_1272,0.820592496254089
2014_1112_1273,0.8825162180897634
2014_1112_1276,0.6394508417000789
2014_1112_1277,0.6620150907745626
2014_1112_1291,0.9586043706622018
2014_1112_1295,0.8642064041135826
2014_1112_1300,0.8521202590466741
2014_1112_1301,0.9071437718336088
2014_1112_1304,0.8930913094515263
2014_1112_1307,0.7975417169250825
2014_1112_1308,0.8897626518980496
2014_1112_1314,0.7611961878600956
2014_1112_1326,0.7225304514745516
2014_1112_1328,0.7555830968451241
2014_1112_1329,0.7760424516010802
2014_1112_1332,0.7744820609891987
2014_1112_1338,0.8028051960290347
2014_1112_1344,0.9008258555097796
2014_1112_1361,0.6450421883188663
2014_1112_1372,0.8136123962912162
2014_1112_1386,0.8781091847800002
2014_1112_1387,0.7342116821554473
2014_1112_1390,0.8597261697840853
2014_1112_1393,0.6311202580105557
2014_1112_1397,0.8514835412517676
2014_1112_1400,0.8202536779365075
2014_1112_1409,0.8911566339766405
2014_1112_1411,0.9528034093997871
2014_1112_1417,0.6425561119022164
2014_1112_1418,0.9213139159468469
2014_1112_1433,0.6683260383237992
2014_1112_1437,0.5876722378418753
2014_1112_1438,0.5796581853611487
2014_1112_1444,0.9240250151327358
2014_1112_1451,0.9483392786445483
2014_1112_1454,0.9516600753139803
2014_1112_1455,0.5064682438191487
2014_1112_1458,0.6596502700038979
2014_1112_1459,0.9335498936862787
2014_1112_1462,0.8955205070034784
2014_1113_1124,0.38863763604808993
2014_1113_1140,0.4788615958314149
2014_1113_1142,0.7779709445848189
2014_1113_1153,0.2586365508974309
2014_1113_1157,0.7293889221277241
2014_1113_1160,0.5042517558356862
2014_1113_1163,0.35012051052941184
2014_1113_1166,0.21422077020238056
2014_1113_1173,0.5158233751766541
2014_1113_1174,0.5997878184354977
2014_1113_1181,0.2069223428993282
2014_1113_1184,0.6139070143060231
2014_1113_1196,0.1566485211785235
2014_1113_1203,0.46189954532260197
2014_1113_1211,0.3375331347411714
2014_1113_1217,0.44416663081246305
2014_1113_1234,0.42693965725419936
2014_1113_1235,0.24698982090869628
2014_1113_1242,0.22425440720793094
2014_1113_1243,0.4905750753895235
2014_1113_1246,0.39563349686401816
2014_1113_1257,0.11241166129801108
2014_1113_1264,0.5467800607933953
2014_1113_1269,0.38071047735621916
2014_1113_1272,0.4245597890645442
2014_1113_1273,0.5478599019846747
2014_1113_1276,0.22244613979936476
2014_1113_1277,0.2400943615671923
2014_1113_1291,0.7888244118069566
2014_1113_1295,0.5065561811672308
2014_1113_1300,0.48172787383802695
2014_1113_1301,0.6117796878776842
2014_1113_1304,0.5740181715807346
2014_1113_1307,0.38854103393940603
2014_1113_1308,0.5655872964838727
2014_1113_1314,0.33957234542776216
2014_1113_1326,0.2957953924261252
2014_1113_1328,0.33273631405801274
2014_1113_1329,0.3585418294347395
2014_1113_1332,0.3564846817310262
2014_1113_1338,0.396390087304461
2014_1113_1344,0.594351836342964
2014_1113_1361,0.22668368710524683
2014_1113_1372,0.41318997240922534
2014_1113_1386,0.5374785467262856
2014_1113_1387,0.308241750979591
2014_1113_1390,0.497142065724988
2014_1113_1393,0.2162892105601082
2014_1113_1397,0.4804687019948642
2014_1113_1400,0.42399804027216276
2014_1113_1409,0.5690953153164934
2014_1113_1411,0.7650624245711002
2014_1113_1417,0.22478890739908014
2014_1113_1418,0.6538227024536879
2014_1113_1433,0.24530235298840344
2014_1113_1437,0.18692763547052815
2014_1113_1438,0.18196675366954485
2014_1113_1444,0.6623726753333581
2014_1113_1451,0.7475457051304889
2014_1113_1454,0.7605142147408243
2014_1113_1455,0.14202462606530555
2014_1113_1458,0.23817462194569314
2014_1113_1459,0.6938315302261473
2014_1113_1462,0.5802902376841768
2014_1124_1140,0.5910815923283221
2014_1124_1142,0.8464368080263046
2014_1124_1153,0.3543380373304747
2014_1124_1157,0.8091608668360218
2014_1124_1160,0.6153955672552864
2014_1124_1163,0.45872735872940745
2014_1124_1166,0.30014104929144364
2014_1124_1173,0.6262955432575991
2014_1124_1174,0.7021639097990842
2014_1124_1181,0.29099941197786344
2014_1124_1184,0.7143912075219516
2014_1124_1196,0.22612248953928551
2014_1124_1203,0.5745267646326239
2014_1124_1211,0.44490848282016815
2014_1124_1217,0.556945277586432
2014_1124_1234,0.5395904811556458
2014_1124_1235,0.34036026889400517
2014_1124_1242,0.31259805447852973
2014_1124_1243,0.6023672104366009
2014_1124_1246,0.5073369559284203
2014_1124_1257,0.1661312461843075
2014_1124_1264,0.6549142969969712
2014_1124_1269,0.49162797314126205
2014_1124_1272,0.5371712867228874
2014_1124_1273,0.6558986368329937
2014_1124_1276,0.3103624325116612
2014_1124_1277,0.33200741315568555
2014_1124_1291,0.854569094305828
2014_1124_1295,0.6175751730350199
2014_1124_1300,0.5938541456666708
2014_1124_1301,0.7125583059229615
2014_1124_1304,0.6794633847157713
2014_1124_1307,0.49989835110779546
2014_1124_1308,0.6719266805492017
2014_1124_1314,0.44715853056658617
2014_1124_1326,0.39786749452565867
2014_1124_1328,0.43959829706430076
2014_1124_1329,0.4678802486947371
2014_1124_1332,0.46565116520791106
2014_1124_1338,0.508127562495924
2014_1124_1344,0.6974169676781173
2014_1124_1361,0.3155949999580546
2014_1124_1372,0.5255399530706906
2014_1124_1386,0.6463968449050927
2014_1124_1387,0.4120954288731229
2014_1124_1390,0.6086427389909593
2014_1124_1393,0.30271949812782584
2014_1124_1397,0.5926370271893927
2014_1124_1400,0.5365994808204777
2014_1124_1409,0.6750693135624691
2014_1124_1411,0.8366731461821271
2014_1124_1417,0.31325808910948943
2014_1124_1418,0.7481797318534564
2014_1124_1433,0.33832149361103536
2014_1124_1437,0.26560123677485975
2014_1124_1438,0.2592180893608868
2014_1124_1444,0.755271549386681
2014_1124_1451,0.8232622336428581
2014_1124_1454,0.8332090316744282
2014_1124_1455,0.20660171907048333
2014_1124_1458,0.3296715879543241
2014_1124_1459,0.7809371746158662
2014_1124_1462,0.6850347875693394
2014_1140_1142,0.7922406848247856
2014_1140_1153,0.2751869357709193
2014_1140_1157,0.7457606358428538
2014_1140_1160,0.5253810355085466
2014_1140_1163,0.36960645652116686
2014_1140_1166,0.22880613604192332
2014_1140_1173,0.5369123934033406
2014_1140_1174,0.6199144538981141
2014_1140_1181,0.2211506436799744
2014_1140_1184,0.6337571697493721
2014_1140_1196,0.1681528690982965
2014_1140_1203,0.4829831291304078
2014_1140_1211,0.35670304558788546
2014_1140_1217,0.46514046616450094
2014_1140_1234,0.44775531907934346
2014_1140_1235,0.2630593718398064
2014_1140_1242,0.2393148625551034
2014_1140_1243,0.5117228216294348
2014_1140_1246,0.41603091033738254
2014_1140_1257,0.12113386611988677
2014_1140_1264,0.5676508771245472
2014_1140_1269,0.40084880685917285
2014_1140_1272,0.4453495923656719
2014_1140_1273,0.5687202141718212
2014_1140_1276,0.2374223230871645
2014_1140_1277,0.25586772420258247
2014_1140_1291,0.8025736206361643
2014_1140_1295,0.5276792414011207
2014_1140_1300,0.5028707132052741
2014_1140_1301,0.6316735952911102
2014_1140_1304,0.5945647419433259
2014_1140_1307,0.40882013549704216
2014_1140_1308,0.5862474033528766
2014_1140_1314,0.35879534541333163
2014_1140_1326,0.31371739682954247
2014_1140_1328,0.35177845809474073
2014_1140_1329,0.3782236915609209
2014_1140_1332,0.37611983239159935
2014_1140_1338,0.41679960672295796
2014_1140_1344,0.6145761759743968
2014_1140_1361,0.24185642350259584
2014_1140_1372,0.43384277583781
2014_1140_1386,0.5584317837084731
2014_1140_1387,0.32656815666899963
2014_1140_1390,0.5182848884331015
2014_1140_1393,0.2309740112777214
2014_1140_1397,0.5016097646165493
2014_1140_1400,0.44478159772391124
2014_1140_1409,0.5897096127300695
2014_1140_1411,0.7799271061893827
2014_1140_1417,0.23987415901131579
2014_1140_1418,0.6727147329133502
2014_1140_1433,0.26130021230267453
2014_1140_1437,0.2001280079921707
2014_1140_1438,0.1949007769925046
2014_1140_1444,0.6810257414626392
2014_1140_1451,0.7631756109556511
2014_1140_1454,0.7755822531506588
2014_1140_1455,0.15264938266555203
2014_1140_1458,0.25386399774065277
2014_1140_1459,0.7115035692294639
2014_1140_1462,0.6007447032110192
2014_1142_1153,0.0905491535476463
2014_1142_1157,0.43478452019734437
2014_1142_1160,0.2249806688148088
2014_1142_1163,0.13326536890118662
2014_1142_1166,0.07218837642140252
2014_1142_1173,0.23315767226921857
2014_1142_1174,0.2995797553510026
2014_1142_1181,0.06930216611905499
2014_1142_1184,0.31214383003437535
2014_1142_1196,0.05034209777727694
2014_1142_1203,0.19677423784208453
2014_1142_1211,0.12695130083407175
2014_1142_1217,0.18570706027710734
2014_1142_1234,0.17534216523615984
2014_1142_1235,0.08559767414153202
2014_1142_1242,0.07621476589732264
2014_1142_1243,0.2155846390460231
2014_1142_1246,0.15741705005123396
2014_1142_1257,0.03488395736622422
2014_1142_1264,0.25612416054766
2014_1142_1269,0.14926027658887908
2014_1142_1272,0.17393907809863504
2014_1142_1273,0.25695542577158553
2014_1142_1276,0.07548405646869912
2014_1142_1277,0.08271303384079334
2014_1142_1291,0.515987764900566
2014_1142_1295,0.22659217239637564
2014_1142_1300,0.20965570353726137
2014_1142_1301,0.3102219893369365
2014_1142_1304,0.27775669057077707
2014_1142_1307,0.15351034949643932
2014_1142_1308,0.2709098493314865
2014_1142_1314,0.12796402690703124
2014_1142_1326,0.10704547611915159
2014_1142_1328,0.12458434013295981
2014_1142_1329,0.1375749285746
2014_1142_1332,0.1365157712801712
2014_1142_1338,0.15783705975808027
2014_1142_1344,0.2948600088886435
2014_1142_1361,0.07719996978724378
2014_1142_1372,0.167329290131968
2014_1142_1386,0.24905006981230624
2014_1142_1387,0.11282211979853182
2014_1142_1390,0.2200606817209264
2014_1142_1393,0.07301283074107014
2014_1142_1397,0.20882115257762113
2014_1142_1400,0.17360888945795044
2014_1142_1409,0.2737418728416172
2014_1142_1411,0.4816973477487622
2014_1142_1417,0.07643118484440822
2014_1142_1418,0.35023741924189866
2014_1142_1433,0.08488855464578987
2014_1142_1437,0.06157312330066937
2014_1142_1438,0.059694782283015835
2014_1142_1444,0.3589336820656754
2014_1142_1451,0.45802013675893266
2014_1142_1454,0.47542477203355465
2014_1142_1455,0.045111565534610785
2014_1142_1458,0.08191602839769443
2014_1142_1459,0.39274523984521065
2014_1142_1462,0.28294176354102835
2014_1153_1157,0.8853999912114158
2014_1153_1160,0.7446111072103406
2014_1153_1163,0.6069614682944294
2014_1153_1166,0.4386601462021653
2014_1153_1173,0.7533169674294046
2014_1153_1174,0.8111727230552812
2014_1153_1181,0.42787892086323465
2014_1153_1184,0.8200715661332248
2014_1153_1196,0.34743978698986827
2014_1153_1203,0.711025401019943
2014_1153_1211,0.593574075440438
2014_1153_1217,0.6961008031599839
2014_1153_1234,0.6810755189231315
2014_1153_1235,0.4845887758744169
2014_1153_1242,0.45314382195699454
2014_1153_1243,0.7340683898377638
2014_1153_1246,0.6523476534644814
2014_1153_1257,0.2663397727773479
2014_1153_1264,0.7756921530024211
2014_1153_1269,0.6379629110905064
2014_1153_1272,0.6789574304675078
2014_1153_1273,0.7764495770522984
2014_1153_1276,0.4505618826161356
2014_1153_1277,0.47524648933894037
2014_1153_1291,0.9145828362815438
2014_1153_1295,0.7463602462834641
2014_1153_1300,0.7270975262316584
2014_1153_1301,0.8187447965002111
2014_1153_1304,0.7943472361216398
2014_1153_1307,0.645568935172059
2014_1153_1308,0.7886716240765815
2014_1153_1314,0.5957690270330275
2014_1153_1326,0.5462836729005517
2014_1153_1328,0.5883702677076218
2014_1153_1329,0.6157076221291694
2014_1153_1332,0.6135863629696233
2014_1153_1338,0.6530646863001689
2014_1153_1344,0.8076873272504472
2014_1153_1361,0.4565931979113646
2014_1153_1372,0.6686916492551535
2014_1153_1386,0.7691047615532333
2014_1153_1387,0.5608752649103665
2014_1153_1390,0.739165420893375
2014_1153_1393,0.44167758757972975
2014_1153_1397,0.7260955364600036
2014_1153_1400,0.6784559403677107
2014_1153_1409,0.7910437224332016
2014_1153_1411,0.9032356446888935
2014_1153_1417,0.4539046586242213
2014_1153_1418,0.8440863333535111
2014_1153_1433,0.48231776041499785
2014_1153_1437,0.3972273380802527
2014_1153_1438,0.3893579630919843
2014_1153_1444,0.8490222406864801
2014_1153_1451,0.8946017313985769
2014_1153_1454,0.9010162797561466
2014_1153_1455,0.32180092867586435
2014_1153_1458,0.4726159132383951
2014_1153_1459,0.8665925421793228
2014_1153_1462,0.7985139275111367
2014_1157_1160,0.2739810835627832
2014_1157_1163,0.16658389714351368
2014_1157_1166,0.0918549681361152
2014_1157_1173,0.2832880495293588
2014_1157_1174,0.3573365006976031
2014_1157_1181,0.08825725142103286
2014_1157_1184,0.37103967065903726
2014_1157_1196,0.0644705756709331
2014_1157_1203,0.2415459915445865
2014_1157_1211,0.15898076690876578
2014_1157_1217,0.22867761561638594
2014_1157_1234,0.21655220592728155
2014_1157_1235,0.10849025079738142
2014_1157_1242,0.09686376489571223
2014_1157_1243,0.26323368307592987
2014_1157_1246,0.19541250626031345
2014_1157_1257,0.04487913907368324
2014_1157_1264,0.3092014324264676
2014_1157_1269,0.18572090450525544
2014_1157_1272,0.2149052921508428
2014_1157_1273,0.31013314289444927
2014_1157_1276,0.09595564692676159
2014_1157_1277,0.10492265405689524
2014_1157_1291,0.5808659850966847
2014_1157_1295,0.27581866001707317
2014_1157_1300,0.2564226941103597
2014_1157_1301,0.36894971245818814
2014_1157_1304,0.3333082465968811
2014_1157_1307,0.190776354742791
2014_1157_1308,0.32570957723399313
2014_1157_1314,0.1602021159583856
2014_1157_1326,0.13482835290106077
2014_1157_1328,0.15612341913138902
2014_1157_1329,0.17175740128530328
2014_1157_1332,0.17048710403355188
2014_1157_1338,0.19591032159895216
2014_1157_1344,0.35216432700630645
2014_1157_1361,0.09808754989383925
2014_1157_1372,0.20712910575913734
2014_1157_1386,0.3012550534417675
2014_1157_1387,0.1418660869484374
2014_1157_1390,0.2683605748646477
2014_1157_1393,0.09288154684577389
2014_1157_1397,0.2554621556741562
2014_1157_1400,0.21451753221591507
2014_1157_1409,0.32885607369300685
2014_1157_1411,0.5471378857295521
2014_1157_1417,0.09713265337265127
2014_1157_1418,0.4120155805555761
2014_1157_1433,0.1076138010250605
2014_1157_1437,0.07859272671098651
2014_1157_1438,0.07623736744723036
2014_1157_1444,0.4212513018723853
2014_1157_1451,0.5234928859193299
2014_1157_1454,0.5409024669564177
2014_1157_1455,0.057861538058542
2014_1157_1458,0.10393589009054949
2014_1157_1459,0.4567506600877694
2014_1157_1462,0.3390435293344355
2014_1160_1163,0.3462606369410329
2014_1160_1166,0.21137182063889765
2014_1160_1173,0.5115747342000115
2014_1160_1174,0.595698471878609
2014_1160_1181,0.20414523918869767
2014_1160_1184,0.6098680970626401
2014_1160_1196,0.15441477110259869
2014_1160_1203,0.4576752149027315
2014_1160_1211,0.33374076609832115
2014_1160_1217,0.43997187524724857
2014_1160_1234,0.42278384549796666
2014_1160_1235,0.24384030742741075
2014_1160_1242,0.22130960113640008
2014_1160_1243,0.48632551143597574
2014_1160_1246,0.3915741928839657
2014_1160_1257,0.11072589290674521
2014_1160_1264,0.5425621669740676
2014_1160_1269,0.37670884963686496
2014_1160_1272,0.420410148077204
2014_1160_1273,0.543643670108933
2014_1160_1276,0.2195183596756976
2014_1160_1277,0.23700510137329697
2014_1160_1291,0.785977389351361
2014_1160_1295,0.5023046823057747
2014_1160_1300,0.47748311522463216
2014_1160_1301,0.6077327362567598
2014_1160_1304,0.5698543504107518
2014_1160_1307,0.3845082026494157
2014_1160_1308,0.5614040334503345
2014_1160_1314,0.3357686778164469
2014_1160_1326,0.2922650817899651
2014_1160_1328,0.32897107691551813
2014_1160_1329,0.35463977866208457
2014_1160_1332,0.3525927129383848
2014_1160_1338,0.3923280597854554
2014_1160_1344,0.5902448914198496
2014_1160_1361,0.22371618049466785
2014_1160_1372,0.40907246018939525
2014_1160_1386,0.5332479831053517
2014_1160_1387,0.3046271523065927
2014_1160_1390,0.49289065543823185
2014_1160_1393,0.21342022392905707
2014_1160_1397,0.47622484353441635
2014_1160_1400,0.4198498838395105
2014_1160_1409,0.564919847158947
2014_1160_1411,0.7619917071360991
2014_1160_1417,0.22183908967764765
2014_1160_1418,0.6499632604481881
2014_1160_1433,0.24216743727057546
2014_1160_1437,0.18435650103774703
2014_1160_1438,0.1794487948216437
2014_1160_1444,0.6585587757319608
2014_1160_1451,0.7443225510422565
2014_1160_1454,0.7574029008177487
2014_1160_1455,0.13996479893150204
2014_1160_1458,0.23510242067751044
2014_1160_1459,0.6902067905728929
2014_1160_1462,0.5761424542129273
2014_1163_1166,0.33600262554051513
2014_1163_1173,0.664145713147396
2014_1163_1174,0.7355741794086835
2014_1163_1181,0.32627794301530516
2014_1163_1184,0.7469242213907947
2014_1163_1196,0.2563799493787484
2014_1163_1203,0.614391965398278
2014_1163_1211,0.4860542865705781
2014_1163_1217,0.5973031593899235
2014_1163_1234,0.5803380318470547
2014_1163_1235,0.37842890224692777
2014_1163_1242,0.3492053671991215
2014_1163_1243,0.6412527007475308
2014_1163_1246,0.5485507894573665
2014_1163_1257,0.19033562652813132
2014_1163_1264,0.6912946001304092
2014_1163_1269,0.5329461506861061
2014_1163_1272,0.5779654827664635
2014_1163_1273,0.6922239349392261
2014_1163_1276,0.34684003768114197
2014_1163_1277,0.3696653545246088
2014_1163_1291,0.8739520725172594
2014_1163_1295,0.6558232000118118
2014_1163_1300,0.6330650197728965
2014_1163_1301,0.7452256432045056
2014_1163_1304,0.7143843094897209
2014_1163_1307,0.5411716832860533
2014_1163_1308,0.7073150020830934
2014_1163_1314,0.4883293615224308
2014_1163_1326,0.43809637171659954
2014_1163_1328,0.4806782668118757
2014_1163_1329,0.509201683431022
2014_1163_1332,0.5069632929994909
2014_1163_1338,0.5493340081837584
2014_1163_1344,0.731155851684656
2014_1163_1361,0.3523733660033468
2014_1163_1372,0.5665320681718902
2014_1163_1386,0.6832407876111855
2014_1163_1387,0.45268137202029396
2014_1163_1390,0.6472738917611931
2014_1163_1393,0.3387400396304438
2014_1163_1397,0.6318925695521836
2014_1163_1400,0.5774044268153995
2014_1163_1409,0.7102648196339604
2014_1163_1411,0.8580450831930707
2014_1163_1417,0.34990335163189157
2014_1163_1418,0.7780596753494127
2014_1163_1433,0.37629217560807066
2014_1163_1437,0.2990996316083123
2014_1163_1438,0.29223177287803453
2014_1163_1444,0.7845523236093205
2014_1163_1451,0.8460661729159291
2014_1163_1454,0.8549556791170625
2014_1163_1455,0.23504043771222885
2014_1163_1458,0.36721023223443877
2014_1163_1459,0.8079280875017276
2014_1163_1462,0.719599222115975
2014_1166_1173,0.7962441502989528
2014_1166_1174,0.8460889752263712
2014_1166_1181,0.48902455778289056
2014_1166_1184,0.8536392221547822
2014_1166_1196,0.40523228776276365
2014_1166_1203,0.7589572095174802
2014_1166_1211,0.6514370436864184
2014_1166_1217,0.7456224871738713
2014_1166_1234,0.7321033496864563
2014_1166_1235,0.5461029582797167
2014_1166_1242,0.5146521254466079
2014_1166_1243,0.7793641157234752
2014_1166_1246,0.7059877011737826
2014_1166_1257,0.3171995416277769
2014_1166_1264,0.8156783650884425
2014_1166_1269,0.6927771617336599
2014_1166_1272,0.7301899011082015
2014_1166_1273,0.8163327373679576
2014_1166_1276,0.5120478784771558
2014_1166_1277,0.5368099083705172
2014_1166_1291,0.9319808222948396
2014_1166_1295,0.7901608061379809
2014_1166_1300,0.7732137678456041
2014_1166_1301,0.8525154606707368
2014_1166_1304,0.8317293118354585
2014_1166_1307,0.6997735357673024
2014_1166_1308,0.8268605037728487
2014_1166_1314,0.6535019184686316
2014_1166_1326,0.606415062888399
2014_1166_1328,0.6465329247069153
2014_1166_1329,0.6721598651889411
2014_1166_1332,0.6701832961879
2014_1166_1338,0.7066438521227822
2014_1166_1344,0.8431234269956889
2014_1166_1361,0.5181260995204726
2014_1166_1372,0.7208888931227301
2014_1166_1386,0.8099776041464327
2014_1166_1387,0.6204165388247437
2014_1166_1390,0.7838486156165406
2014_1166_1393,0.503061247689405
2014_1166_1397,0.7723280802552887
2014_1166_1400,0.7297365836844261
2014_1166_1409,0.8288969412239392
2014_1166_1411,0.9227496377331884
2014_1166_1417,0.5154188990304122
2014_1166_1418,0.8738628802143178
2014_1166_1433,0.5438478482776665
2014_1166_1437,0.4574953853044471
2014_1166_1438,0.4493220595229794
2014_1166_1444,0.8779923795652097
2014_1166_1451,0.9156943682163627
2014_1166_1454,0.9209386650232937
2014_1166_1455,0.3777977557549687
2014_1166_1458,0.5341854571933664
2014_1166_1459,0.892617643581655
2014_1166_1462,0.8352956537818634
2014_1173_1174,0.5844981267166033
2014_1173_1181,0.19672469757265953
2014_1173_1184,0.5987959155819812
2014_1173_1196,0.14846468238087188
2014_1173_1203,0.4462058952492665
2014_1173_1211,0.32352447446764127
2014_1173_1217,0.4285955909390231
2014_1173_1234,0.41152541026323847
2014_1173_1235,0.2354036649824086
2014_1173_1242,0.2134324676399993
2014_1173_1243,0.4747667527849325
2014_1173_1246,0.3805988524147978
2014_1173_1257,0.10624774663167182
2014_1173_1264,0.531048616672394
2014_1173_1269,0.3658995939878292
2014_1173_1272,0.40917011525706803
2014_1173_1273,0.5321338674053011
2014_1173_1276,0.21168765016539876
2014_1173_1277,0.2287334133642957
2014_1173_1291,0.7780846204203001
2014_1173_1295,0.4907289588652438
2014_1173_1300,0.4659438848109463
2014_1173_1301,0.5966400339784836
2014_1173_1304,0.5584687147039386
2014_1173_1307,0.37360929818399913
2014_1173_1308,0.5499713649352734
2014_1173_1314,0.32552063856707586
2014_1173_1326,0.28277955341004646
2014_1173_1328,0.31883092233855903
2014_1173_1329,0.34411415987874666
2014_1173_1332,0.34209564450711083
2014_1173_1338,0.3813448330445464
2014_1173_1344,0.5790002393987727
2014_1173_1361,0.21577712502218122
2014_1173_1372,0.3979274360305144
2014_1173_1386,0.5217066629957744
2014_1173_1387,0.2949075927988459
2014_1173_1390,0.4813220691940974
2014_1173_1393,0.20574970242375074
2014_1173_1397,0.4646889784719238
2014_1173_1400,0.4086142697813571
